Navn;Stasjon;Tid(norsk normaltid);Nedbør (døgn);Middeltemperatur (døgn);Middel av middelvind fra hovedobs. (døgn);Høyeste vindkast (døgn);Høyeste middelvind (døgn)
Oslo - Kjelsås;SN18440;19.09.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.09.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.09.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.09.2016;1,6;-;-;-;-
Oslo - Kjelsås;SN18440;23.09.2016;1,5;-;-;-;-
Oslo - Kjelsås;SN18440;24.09.2016;12,3;-;-;-;-
Oslo - Kjelsås;SN18440;25.09.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.09.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.09.2016;1,5;-;-;-;-
Oslo - Kjelsås;SN18440;28.09.2016;3,5;-;-;-;-
Oslo - Kjelsås;SN18440;29.09.2016;7,7;-;-;-;-
Oslo - Kjelsås;SN18440;30.09.2016;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;01.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;06.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;09.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;11.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;13.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;14.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;17.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;18.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;25.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;31.10.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.12.2016;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;03.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;06.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.12.2016;11,5;-;-;-;-
Oslo - Kjelsås;SN18440;09.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.12.2016;0,8;-;-;-;-
Oslo - Kjelsås;SN18440;11.12.2016;3,5;-;-;-;-
Oslo - Kjelsås;SN18440;12.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;13.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;14.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;15.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;17.12.2016;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;18.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.12.2016;0,5;-;-;-;-
Oslo - Kjelsås;SN18440;21.12.2016;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;22.12.2016;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;23.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.12.2016;3;-;-;-;-
Oslo - Kjelsås;SN18440;25.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;31.12.2016;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;06.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.01.2017;2,4;-;-;-;-
Oslo - Kjelsås;SN18440;08.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;09.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.01.2017;2,1;-;-;-;-
Oslo - Kjelsås;SN18440;11.01.2017;4,8;-;-;-;-
Oslo - Kjelsås;SN18440;12.01.2017;7,1;-;-;-;-
Oslo - Kjelsås;SN18440;13.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;14.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;15.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;17.01.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;18.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.01.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;21.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.01.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;23.01.2017;1,3;-;-;-;-
Oslo - Kjelsås;SN18440;24.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;25.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.01.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;27.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.01.2017;2,1;-;-;-;-
Oslo - Kjelsås;SN18440;31.01.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.02.2017;0,5;-;-;-;-
Oslo - Kjelsås;SN18440;05.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;06.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.02.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;09.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;11.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;12.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;13.02.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;14.02.2017;2,1;-;-;-;-
Oslo - Kjelsås;SN18440;15.02.2017;2,1;-;-;-;-
Oslo - Kjelsås;SN18440;16.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;17.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;18.02.2017;0,7;-;-;-;-
Oslo - Kjelsås;SN18440;19.02.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;20.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.02.2017;10,7;-;-;-;-
Oslo - Kjelsås;SN18440;24.02.2017;1,9;-;-;-;-
Oslo - Kjelsås;SN18440;25.02.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;26.02.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.02.2017;13;-;-;-;-
Oslo - Kjelsås;SN18440;28.02.2017;18,3;-;-;-;-
Oslo - Kjelsås;SN18440;01.03.2017;7,2;-;-;-;-
Oslo - Kjelsås;SN18440;02.03.2017;0,9;-;-;-;-
Oslo - Kjelsås;SN18440;03.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.03.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;05.03.2017;1;-;-;-;-
Oslo - Kjelsås;SN18440;06.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;09.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.03.2017;5,3;-;-;-;-
Oslo - Kjelsås;SN18440;11.03.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;12.03.2017;2,3;-;-;-;-
Oslo - Kjelsås;SN18440;13.03.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;14.03.2017;2,9;-;-;-;-
Oslo - Kjelsås;SN18440;15.03.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;16.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;17.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;18.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.03.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;20.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.03.2017;8,9;-;-;-;-
Oslo - Kjelsås;SN18440;22.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.03.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;24.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;25.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.03.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;31.03.2017;9,7;-;-;-;-
Oslo - Kjelsås;SN18440;01.04.2017;11,2;-;-;-;-
Oslo - Kjelsås;SN18440;02.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.04.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;04.04.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;05.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;06.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;09.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;11.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;12.04.2017;2,9;-;-;-;-
Oslo - Kjelsås;SN18440;13.04.2017;5,1;-;-;-;-
Oslo - Kjelsås;SN18440;14.04.2017;9,4;-;-;-;-
Oslo - Kjelsås;SN18440;15.04.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;16.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;17.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;18.04.2017;0,5;-;-;-;-
Oslo - Kjelsås;SN18440;19.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.04.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;25.04.2017;16,2;-;-;-;-
Oslo - Kjelsås;SN18440;26.04.2017;5,3;-;-;-;-
Oslo - Kjelsås;SN18440;27.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.04.2017;5,3;-;-;-;-
Oslo - Kjelsås;SN18440;30.04.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;06.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.05.2017;1;-;-;-;-
Oslo - Kjelsås;SN18440;08.05.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;09.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.05.2017;5,7;-;-;-;-
Oslo - Kjelsås;SN18440;11.05.2017;15,7;-;-;-;-
Oslo - Kjelsås;SN18440;12.05.2017;11,2;-;-;-;-
Oslo - Kjelsås;SN18440;13.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;14.05.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;15.05.2017;3,3;-;-;-;-
Oslo - Kjelsås;SN18440;16.05.2017;1,3;-;-;-;-
Oslo - Kjelsås;SN18440;17.05.2017;19,6;-;-;-;-
Oslo - Kjelsås;SN18440;18.05.2017;17,5;-;-;-;-
Oslo - Kjelsås;SN18440;19.05.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;20.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.05.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;22.05.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;23.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;25.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.05.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.05.2017;1,2;-;-;-;-
Oslo - Kjelsås;SN18440;31.05.2017;1,2;-;-;-;-
Oslo - Kjelsås;SN18440;01.06.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;02.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.06.2017;0,9;-;-;-;-
Oslo - Kjelsås;SN18440;04.06.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;05.06.2017;10;-;-;-;-
Oslo - Kjelsås;SN18440;06.06.2017;3,8;-;-;-;-
Oslo - Kjelsås;SN18440;07.06.2017;0,9;-;-;-;-
Oslo - Kjelsås;SN18440;08.06.2017;13,6;-;-;-;-
Oslo - Kjelsås;SN18440;09.06.2017;10;-;-;-;-
Oslo - Kjelsås;SN18440;10.06.2017;24,8;-;-;-;-
Oslo - Kjelsås;SN18440;11.06.2017;5;-;-;-;-
Oslo - Kjelsås;SN18440;12.06.2017;3,8;-;-;-;-
Oslo - Kjelsås;SN18440;13.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;14.06.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;15.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.06.2017;0,8;-;-;-;-
Oslo - Kjelsås;SN18440;17.06.2017;2,5;-;-;-;-
Oslo - Kjelsås;SN18440;18.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.06.2017;3,5;-;-;-;-
Oslo - Kjelsås;SN18440;21.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.06.2017;6,1;-;-;-;-
Oslo - Kjelsås;SN18440;25.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.06.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;27.06.2017;0,6;-;-;-;-
Oslo - Kjelsås;SN18440;28.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.06.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.07.2017;0,9;-;-;-;-
Oslo - Kjelsås;SN18440;06.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.07.2017;21,1;-;-;-;-
Oslo - Kjelsås;SN18440;09.07.2017;2,1;-;-;-;-
Oslo - Kjelsås;SN18440;10.07.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;11.07.2017;8;-;-;-;-
Oslo - Kjelsås;SN18440;12.07.2017;0,6;-;-;-;-
Oslo - Kjelsås;SN18440;13.07.2017;1,3;-;-;-;-
Oslo - Kjelsås;SN18440;14.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;15.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.07.2017;20,8;-;-;-;-
Oslo - Kjelsås;SN18440;17.07.2017;15,3;-;-;-;-
Oslo - Kjelsås;SN18440;18.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;21.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.07.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;25.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.07.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;27.07.2017;0,7;-;-;-;-
Oslo - Kjelsås;SN18440;28.07.2017;10,1;-;-;-;-
Oslo - Kjelsås;SN18440;29.07.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.07.2017;0,8;-;-;-;-
Oslo - Kjelsås;SN18440;31.07.2017;10,2;-;-;-;-
Oslo - Kjelsås;SN18440;01.08.2017;1,7;-;-;-;-
Oslo - Kjelsås;SN18440;02.08.2017;1,3;-;-;-;-
Oslo - Kjelsås;SN18440;03.08.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;04.08.2017;10,3;-;-;-;-
Oslo - Kjelsås;SN18440;05.08.2017;4,9;-;-;-;-
Oslo - Kjelsås;SN18440;06.08.2017;8,4;-;-;-;-
Oslo - Kjelsås;SN18440;07.08.2017;6,5;-;-;-;-
Oslo - Kjelsås;SN18440;08.08.2017;3,6;-;-;-;-
Oslo - Kjelsås;SN18440;09.08.2017;11,1;-;-;-;-
Oslo - Kjelsås;SN18440;10.08.2017;35,1;-;-;-;-
Oslo - Kjelsås;SN18440;11.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;12.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;13.08.2017;4,4;-;-;-;-
Oslo - Kjelsås;SN18440;14.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;15.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.08.2017;23,7;-;-;-;-
Oslo - Kjelsås;SN18440;17.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;18.08.2017;12,2;-;-;-;-
Oslo - Kjelsås;SN18440;19.08.2017;7,4;-;-;-;-
Oslo - Kjelsås;SN18440;20.08.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;21.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.08.2017;1;-;-;-;-
Oslo - Kjelsås;SN18440;23.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;24.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;25.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;26.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;28.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.08.2017;8,4;-;-;-;-
Oslo - Kjelsås;SN18440;30.08.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;31.08.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.09.2017;1,5;-;-;-;-
Oslo - Kjelsås;SN18440;02.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;03.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.09.2017;1,1;-;-;-;-
Oslo - Kjelsås;SN18440;06.09.2017;4,8;-;-;-;-
Oslo - Kjelsås;SN18440;07.09.2017;29;-;-;-;-
Oslo - Kjelsås;SN18440;08.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;09.09.2017;7,7;-;-;-;-
Oslo - Kjelsås;SN18440;10.09.2017;14,5;-;-;-;-
Oslo - Kjelsås;SN18440;11.09.2017;13,1;-;-;-;-
Oslo - Kjelsås;SN18440;12.09.2017;16,1;-;-;-;-
Oslo - Kjelsås;SN18440;13.09.2017;11,2;-;-;-;-
Oslo - Kjelsås;SN18440;14.09.2017;7,9;-;-;-;-
Oslo - Kjelsås;SN18440;15.09.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;16.09.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;17.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;18.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.09.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;20.09.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;21.09.2017;2,7;-;-;-;-
Oslo - Kjelsås;SN18440;22.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;23.09.2017;2,9;-;-;-;-
Oslo - Kjelsås;SN18440;24.09.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;25.09.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;26.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;27.09.2017;0,5;-;-;-;-
Oslo - Kjelsås;SN18440;28.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;30.09.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.10.2017;10,2;-;-;-;-
Oslo - Kjelsås;SN18440;03.10.2017;8,2;-;-;-;-
Oslo - Kjelsås;SN18440;04.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.10.2017;3;-;-;-;-
Oslo - Kjelsås;SN18440;06.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;07.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;08.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;09.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;10.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;11.10.2017;2,2;-;-;-;-
Oslo - Kjelsås;SN18440;12.10.2017;21,5;-;-;-;-
Oslo - Kjelsås;SN18440;13.10.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;14.10.2017;8,5;-;-;-;-
Oslo - Kjelsås;SN18440;15.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;16.10.2017;1,8;-;-;-;-
Oslo - Kjelsås;SN18440;17.10.2017;5;-;-;-;-
Oslo - Kjelsås;SN18440;18.10.2017;4;-;-;-;-
Oslo - Kjelsås;SN18440;19.10.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;20.10.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;21.10.2017;1,3;-;-;-;-
Oslo - Kjelsås;SN18440;22.10.2017;6,3;-;-;-;-
Oslo - Kjelsås;SN18440;23.10.2017;4,1;-;-;-;-
Oslo - Kjelsås;SN18440;24.10.2017;1,2;-;-;-;-
Oslo - Kjelsås;SN18440;25.10.2017;32,1;-;-;-;-
Oslo - Kjelsås;SN18440;26.10.2017;0,2;-;-;-;-
Oslo - Kjelsås;SN18440;27.10.2017;0,8;-;-;-;-
Oslo - Kjelsås;SN18440;28.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;29.10.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;30.10.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;31.10.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;01.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;02.11.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;03.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;04.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;05.11.2017;13,7;-;-;-;-
Oslo - Kjelsås;SN18440;06.11.2017;11,5;-;-;-;-
Oslo - Kjelsås;SN18440;07.11.2017;0,1;-;-;-;-
Oslo - Kjelsås;SN18440;08.11.2017;1,2;-;-;-;-
Oslo - Kjelsås;SN18440;09.11.2017;0,7;-;-;-;-
Oslo - Kjelsås;SN18440;10.11.2017;0,8;-;-;-;-
Oslo - Kjelsås;SN18440;11.11.2017;6,4;-;-;-;-
Oslo - Kjelsås;SN18440;12.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;13.11.2017;0,3;-;-;-;-
Oslo - Kjelsås;SN18440;14.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;15.11.2017;0,4;-;-;-;-
Oslo - Kjelsås;SN18440;16.11.2017;2,9;-;-;-;-
Oslo - Kjelsås;SN18440;17.11.2017;7,2;-;-;-;-
Oslo - Kjelsås;SN18440;18.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;19.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;20.11.2017;0,5;-;-;-;-
Oslo - Kjelsås;SN18440;21.11.2017;0;-;-;-;-
Oslo - Kjelsås;SN18440;22.11.2017;0;-;-;-;-
